,Region,Org Code,Modality,Month,MedianWaitDays,Year,Date
1988,Y60,RWP,Magnetic Resonance Imaging,May,19,2021,2021-05
1991,Y60,RLQ,Computerized Axial Tomography,May,0,2021,2021-05
1994,Y60,RLQ,Magnetic Resonance Imaging,May,21,2021,2021-05
1999,Y61,NT9,Magnetic Resonance Imaging,May,3,2021,2021-05
2001,Y61,NT9,Positron Emission Tomography,May,7,2021,2021-05
2002,Y61,RC9,Computerized Axial Tomography,May,2,2021,2021-05
2005,Y61,RC9,Magnetic Resonance Imaging,May,11,2021,2021-05
2009,Y61,RGT,Computerized Axial Tomography,May,1,2021,2021-05
2012,Y61,RGT,Magnetic Resonance Imaging,May,22,2021,2021-05
2015,Y61,RGT,Positron Emission Tomography,May,10,2021,2021-05
2020,Y61,NT4,Magnetic Resonance Imaging,May,20,2021,2021-05
2022,Y61,RWH,Computerized Axial Tomography,May,0,2021,2021-05
2025,Y61,RWH,Magnetic Resonance Imaging,May,20,2021,2021-05
2029,Y61,RDE,Computerized Axial Tomography,May,0,2021,2021-05
2032,Y61,RDE,Magnetic Resonance Imaging,May,23,2021,2021-05
2035,Y61,RDE,Positron Emission Tomography,May,4,2021,2021-05
2038,Y61,NYR,Magnetic Resonance Imaging,May,64,2021,2021-05
2040,Y61,NV1,Magnetic Resonance Imaging,May,5,2021,2021-05
2042,Y61,RGP,Computerized Axial Tomography,May,0,2021,2021-05
2045,Y61,RGP,Magnetic Resonance Imaging,May,38,2021,2021-05
2048,Y61,RAJ,Computerized Axial Tomography,May,1,2021,2021-05
2051,Y61,RAJ,Magnetic Resonance Imaging,May,15,2021,2021-05
2054,Y61,RAJ,Positron Emission Tomography,May,5,2021,2021-05
2056,Y61,RD8,Computerized Axial Tomography,May,1,2021,2021-05
2059,Y61,RD8,Magnetic Resonance Imaging,May,15,2021,2021-05
2061,Y61,RM1,Computerized Axial Tomography,May,3,2021,2021-05
2064,Y61,RM1,Magnetic Resonance Imaging,May,15,2021,2021-05
2067,Y61,RM1,Positron Emission Tomography,May,13.5,2021,2021-05
2069,Y61,RGN,Computerized Axial Tomography,May,1,2021,2021-05
2072,Y61,RGN,Magnetic Resonance Imaging,May,9,2021,2021-05
2081,Y61,AVQ,Magnetic Resonance Imaging,May,23.5,2021,2021-05
2082,Y61,AWR,Computerized Axial Tomography,May,16,2021,2021-05
2083,Y61,AWR,Magnetic Resonance Imaging,May,10,2021,2021-05
2084,Y61,NVC,Computerized Axial Tomography,May,14,2021,2021-05
2087,Y61,NVC,Magnetic Resonance Imaging,May,34,2021,2021-05
2092,Y61,RGM,Computerized Axial Tomography,May,29,2021,2021-05
2095,Y61,RGM,Magnetic Resonance Imaging,May,41,2021,2021-05
2098,Y61,RGM,Positron Emission Tomography,May,0,2021,2021-05
2099,Y61,NT3,Computerized Axial Tomography,May,8,2021,2021-05
2102,Y61,NT3,Magnetic Resonance Imaging,May,17,2021,2021-05
2104,Y61,RQW,Computerized Axial Tomography,May,1,2021,2021-05
2107,Y61,RQW,Magnetic Resonance Imaging,May,23,2021,2021-05
2111,Y61,RCX,Computerized Axial Tomography,May,0,2021,2021-05
2114,Y61,RCX,Magnetic Resonance Imaging,May,22,2021,2021-05
2118,Y61,RWG,Computerized Axial Tomography,May,0,2021,2021-05
2121,Y61,RWG,Magnetic Resonance Imaging,May,13,2021,2021-05
2125,Y61,RGR,Computerized Axial Tomography,May,1,2021,2021-05
2128,Y61,RGR,Magnetic Resonance Imaging,May,9,2021,2021-05
2132,Y62,RBS,Computerized Axial Tomography,May,0,2021,2021-05
2135,Y62,RBS,Magnetic Resonance Imaging,May,22.5,2021,2021-05
2140,Y62,NT9,Magnetic Resonance Imaging,May,29,2021,2021-05
2141,Y62,NT9,Positron Emission Tomography,May,7,2021,2021-05
2142,Y62,RXL,Computerized Axial Tomography,May,1,2021,2021-05
2145,Y62,RXL,Magnetic Resonance Imaging,May,11,2021,2021-05
2149,Y62,RMC,Computerized Axial Tomography,May,0,2021,2021-05
2152,Y62,RMC,Magnetic Resonance Imaging,May,19,2021,2021-05
2158,Y62,NT4,Computerized Axial Tomography,May,15,2021,2021-05
2161,Y62,NT4,Magnetic Resonance Imaging,May,20,2021,2021-05
2164,Y62,RJR,Computerized Axial Tomography,May,1,2021,2021-05
2167,Y62,RJR,Magnetic Resonance Imaging,May,15,2021,2021-05
2173,Y62,RJN,Computerized Axial Tomography,May,1,2021,2021-05
2176,Y62,RJN,Magnetic Resonance Imaging,May,23,2021,2021-05
2180,Y62,RXR,Computerized Axial Tomography,May,4,2021,2021-05
2183,Y62,RXR,Magnetic Resonance Imaging,May,36,2021,2021-05
2188,Y62,NV1,Computerized Axial Tomography,May,83,2021,2021-05
2189,Y62,NV1,Magnetic Resonance Imaging,May,80,2021,2021-05
2192,Y62,RXN,Computerized Axial Tomography,May,0,2021,2021-05
2195,Y62,RXN,Magnetic Resonance Imaging,May,11,2021,2021-05
2198,Y62,RXN,Positron Emission Tomography,May,7,2021,2021-05
2200,Y62,RBQ,Computerized Axial Tomography,May,23,2021,2021-05
2203,Y62,RBQ,Magnetic Resonance Imaging,May,39,2021,2021-05
2206,Y62,REM,Computerized Axial Tomography,May,1,2021,2021-05
2209,Y62,REM,Magnetic Resonance Imaging,May,19,2021,2021-05
2213,Y62,REM,Positron Emission Tomography,May,8,2021,2021-05
2220,Y62,R0A,Computerized Axial Tomography,May,1,2021,2021-05
2223,Y62,R0A,Magnetic Resonance Imaging,May,30,2021,2021-05
2227,Y62,R0A,Positron Emission Tomography,May,17,2021,2021-05
2229,Y62,RBT,Computerized Axial Tomography,May,1,2021,2021-05
2232,Y62,RBT,Magnetic Resonance Imaging,May,15,2021,2021-05
2234,Y62,RM3,Computerized Axial Tomography,May,0,2021,2021-05
2237,Y62,RM3,Magnetic Resonance Imaging,May,28,2021,2021-05
2243,Y62,RW6,Computerized Axial Tomography,May,2,2021,2021-05
2246,Y62,RW6,Magnetic Resonance Imaging,May,23,2021,2021-05
2249,Y62,NVC,Computerized Axial Tomography,May,13,2021,2021-05
2252,Y62,NVC,Magnetic Resonance Imaging,May,29,2021,2021-05
2254,Y62,RVY,Computerized Axial Tomography,May,1,2021,2021-05
2257,Y62,RVY,Magnetic Resonance Imaging,May,22,2021,2021-05
2260,Y62,RVY,Positron Emission Tomography,May,2,2021,2021-05
2261,Y62,NT3,Computerized Axial Tomography,May,12,2021,2021-05
2264,Y62,NT3,Magnetic Resonance Imaging,May,12,2021,2021-05
2266,Y62,RBN,Computerized Axial Tomography,May,1,2021,2021-05
2269,Y62,RBN,Magnetic Resonance Imaging,May,20,2021,2021-05
2272,Y62,RBN,Positron Emission Tomography,May,5,2021,2021-05
2274,Y62,RWJ,Computerized Axial Tomography,May,1,2021,2021-05
2277,Y62,RWJ,Magnetic Resonance Imaging,May,34,2021,2021-05
2281,Y62,RMP,Computerized Axial Tomography,May,2,2021,2021-05
2284,Y62,RMP,Magnetic Resonance Imaging,May,28,2021,2021-05
2288,Y62,RBV,Computerized Axial Tomography,May,28,2021,2021-05
2291,Y62,RBV,Magnetic Resonance Imaging,May,25,2021,2021-05
2295,Y62,RBV,Positron Emission Tomography,May,13,2021,2021-05
2297,Y62,REN,Computerized Axial Tomography,May,32,2021,2021-05
2300,Y62,REN,Magnetic Resonance Imaging,May,32,2021,2021-05
2303,Y62,REN,Positron Emission Tomography,May,8.5,2021,2021-05
2305,Y62,RET,Computerized Axial Tomography,May,2,2021,2021-05
2308,Y62,RET,Magnetic Resonance Imaging,May,36,2021,2021-05
2310,Y62,RTX,Computerized Axial Tomography,May,11,2021,2021-05
2313,Y62,RTX,Magnetic Resonance Imaging,May,28,2021,2021-05
2316,Y62,RTX,Positron Emission Tomography,May,7,2021,2021-05
2318,Y62,RWW,Computerized Axial Tomography,May,9,2021,2021-05
2321,Y62,RWW,Magnetic Resonance Imaging,May,52,2021,2021-05
2326,Y62,RBL,Computerized Axial Tomography,May,1,2021,2021-05
2329,Y62,RBL,Magnetic Resonance Imaging,May,13,2021,2021-05
2332,Y62,RBL,Positron Emission Tomography,May,3,2021,2021-05
2334,Y62,RRF,Computerized Axial Tomography,May,2,2021,2021-05
2337,Y62,RRF,Magnetic Resonance Imaging,May,23,2021,2021-05
2340,Y63,RCF,Computerized Axial Tomography,May,5,2021,2021-05
2343,Y63,RCF,Magnetic Resonance Imaging,May,9,2021,2021-05
2345,Y63,NT9,Computerized Axial Tomography,May,2,2021,2021-05
2346,Y63,NT9,Magnetic Resonance Imaging,May,19,2021,2021-05
2348,Y63,NT9,Positron Emission Tomography,May,6,2021,2021-05
2349,Y63,RFF,Computerized Axial Tomography,May,1,2021,2021-05
2352,Y63,RFF,Magnetic Resonance Imaging,May,9,2021,2021-05
2357,Y63,RAE,Computerized Axial Tomography,May,2,2021,2021-05
2360,Y63,RAE,Magnetic Resonance Imaging,May,19,2021,2021-05
2363,Y63,RAE,Positron Emission Tomography,May,6,2021,2021-05
2365,Y63,RWY,Computerized Axial Tomography,May,0,2021,2021-05
2368,Y63,RWY,Magnetic Resonance Imaging,May,15,2021,2021-05
2373,Y63,NT4,Computerized Axial Tomography,May,4,2021,2021-05
2376,Y63,NT4,Magnetic Resonance Imaging,May,13,2021,2021-05
2378,Y63,RXP,Computerized Axial Tomography,May,20,2021,2021-05
2381,Y63,RXP,Magnetic Resonance Imaging,May,39,2021,2021-05
2385,Y63,RP5,Computerized Axial Tomography,May,0,2021,2021-05
2388,Y63,RP5,Magnetic Resonance Imaging,May,18,2021,2021-05
2391,Y63,RR7,Computerized Axial Tomography,May,1,2021,2021-05
2394,Y63,RR7,Magnetic Resonance Imaging,May,7,2021,2021-05
2397,Y63,RR7,Positron Emission Tomography,May,8.5,2021,2021-05
2399,Y63,RCD,Computerized Axial Tomography,May,1,2021,2021-05
2402,Y63,RCD,Magnetic Resonance Imaging,May,14,2021,2021-05
2405,Y63,RCD,Positron Emission Tomography,May,4,2021,2021-05
2409,Y63,RWA,Computerized Axial Tomography,May,0,2021,2021-05
2412,Y63,RWA,Magnetic Resonance Imaging,May,15,2021,2021-05
2417,Y63,NV1,Magnetic Resonance Imaging,May,13,2021,2021-05
2418,Y63,RR8,Computerized Axial Tomography,May,1,2021,2021-05
2421,Y63,RR8,Magnetic Resonance Imaging,May,31,2021,2021-05
2424,Y63,RR8,Positron Emission Tomography,May,7,2021,2021-05
2426,Y63,RXF,Computerized Axial Tomography,May,2,2021,2021-05
2429,Y63,RXF,Magnetic Resonance Imaging,May,26,2021,2021-05
2433,Y63,RNN,Computerized Axial Tomography,May,1,2021,2021-05
2436,Y63,RNN,Magnetic Resonance Imaging,May,24,2021,2021-05
2439,Y63,RNN,Positron Emission Tomography,May,11,2021,2021-05
2441,Y63,RVW,Computerized Axial Tomography,May,1,2021,2021-05
2444,Y63,RVW,Magnetic Resonance Imaging,May,29,2021,2021-05
2447,Y63,RVW,Positron Emission Tomography,May,8,2021,2021-05
2449,Y63,RJL,Computerized Axial Tomography,May,3,2021,2021-05
2452,Y63,RJL,Magnetic Resonance Imaging,May,20,2021,2021-05
2457,Y63,RTF,Computerized Axial Tomography,May,1,2021,2021-05
2460,Y63,RTF,Magnetic Resonance Imaging,May,20,2021,2021-05
2462,Y63,NT2,Computerized Axial Tomography,May,6,2021,2021-05
2465,Y63,NT2,Magnetic Resonance Imaging,May,16,2021,2021-05
2467,Y63,NVC,Computerized Axial Tomography,May,23,2021,2021-05
2470,Y63,NVC,Magnetic Resonance Imaging,May,42,2021,2021-05
2472,Y63,RCU,Computerized Axial Tomography,May,18,2021,2021-05
2475,Y63,RCU,Magnetic Resonance Imaging,May,31,2021,2021-05
2480,Y63,RHQ,Computerized Axial Tomography,May,1,2021,2021-05
2483,Y63,RHQ,Magnetic Resonance Imaging,May,31,2021,2021-05
2486,Y63,RHQ,Positron Emission Tomography,May,3,2021,2021-05
2488,Y63,RTR,Computerized Axial Tomography,May,1,2021,2021-05
2491,Y63,RTR,Magnetic Resonance Imaging,May,27,2021,2021-05
2494,Y63,RTR,Positron Emission Tomography,May,7,2021,2021-05
2496,Y63,R0B,Computerized Axial Tomography,May,2,2021,2021-05
2499,Y63,R0B,Magnetic Resonance Imaging,May,15,2021,2021-05
2502,Y63,R0B,Positron Emission Tomography,May,10,2021,2021-05
2504,Y63,NT3,Computerized Axial Tomography,May,14,2021,2021-05
2507,Y63,NT3,Magnetic Resonance Imaging,May,24,2021,2021-05
2509,Y63,RTD,Computerized Axial Tomography,May,2,2021,2021-05
2512,Y63,RTD,Magnetic Resonance Imaging,May,30,2021,2021-05
2524,Y63,NN4,Computerized Axial Tomography,May,25,2021,2021-05
2527,Y63,NN4,Magnetic Resonance Imaging,May,8,2021,2021-05
2529,Y63,RCB,Computerized Axial Tomography,May,0,2021,2021-05
2532,Y63,RCB,Magnetic Resonance Imaging,May,22,2021,2021-05
2536,Y56,NT9,Computerized Axial Tomography,Jun,1,2021,2021-06
2538,Y56,NT9,Magnetic Resonance Imaging,Jun,30,2021,2021-06
2540,Y56,NT9,Positron Emission Tomography,Jun,11,2021,2021-06
2541,Y56,RF4,Computerized Axial Tomography,Jun,0,2021,2021-06
2544,Y56,RF4,Magnetic Resonance Imaging,Jun,20,2021,2021-06
2548,Y56,R1H,Computerized Axial Tomography,Jun,0,2021,2021-06
2551,Y56,R1H,Magnetic Resonance Imaging,Jun,29,2021,2021-06
2554,Y56,R1H,Positron Emission Tomography,Jun,30,2021,2021-06
2556,Y56,RQM,Computerized Axial Tomography,Jun,0,2021,2021-06
2559,Y56,RQM,Magnetic Resonance Imaging,Jun,0,2021,2021-06
2564,Y56,NT4,Computerized Axial Tomography,Jun,3,2021,2021-06
2567,Y56,NT4,Magnetic Resonance Imaging,Jun,14,2021,2021-06
2570,Y56,RJ6,Computerized Axial Tomography,Jun,0,2021,2021-06
2573,Y56,RJ6,Magnetic Resonance Imaging,Jun,0,2021,2021-06
2575,Y56,RVR,Computerized Axial Tomography,Jun,0,2021,2021-06
2578,Y56,RVR,Magnetic Resonance Imaging,Jun,15,2021,2021-06
2582,Y56,RP4,Computerized Axial Tomography,Jun,4,2021,2021-06
2585,Y56,RP4,Magnetic Resonance Imaging,Jun,43,2021,2021-06
2589,Y56,RJ1,Computerized Axial Tomography,Jun,0,2021,2021-06
2592,Y56,RJ1,Magnetic Resonance Imaging,Jun,23,2021,2021-06
2595,Y56,RJ1,Positron Emission Tomography,Jun,9,2021,2021-06
2601,Y56,NYR,Magnetic Resonance Imaging,Jun,37,2021,2021-06
2604,Y56,RQX,Computerized Axial Tomography,Jun,0,2021,2021-06
2607,Y56,RQX,Magnetic Resonance Imaging,Jun,29,2021,2021-06
2611,Y56,RYJ,Computerized Axial Tomography,Jun,0,2021,2021-06
2614,Y56,RYJ,Magnetic Resonance Imaging,Jun,16,2021,2021-06
2617,Y56,RYJ,Positron Emission Tomography,Jun,20,2021,2021-06
2619,Y56,NV1,Computerized Axial Tomography,Jun,13,2021,2021-06
2622,Y56,NV1,Magnetic Resonance Imaging,Jun,27,2021,2021-06
2624,Y56,RJZ,Computerized Axial Tomography,Jun,0,2021,2021-06
2627,Y56,RJZ,Magnetic Resonance Imaging,Jun,29,2021,2021-06
2630,Y56,RJZ,Positron Emission Tomography,Jun,14,2021,2021-06
2632,Y56,RAX,Computerized Axial Tomography,Jun,1,2021,2021-06
2635,Y56,RAX,Magnetic Resonance Imaging,Jun,12,2021,2021-06
2639,Y56,RJ2,Computerized Axial Tomography,Jun,1,2021,2021-06
2642,Y56,RJ2,Magnetic Resonance Imaging,Jun,29,2021,2021-06
2646,Y56,R1K,Computerized Axial Tomography,Jun,0,2021,2021-06
2649,Y56,R1K,Magnetic Resonance Imaging,Jun,25,2021,2021-06
2654,Y56,RP6,Computerized Axial Tomography,Jun,0,2021,2021-06
2657,Y56,RP6,Magnetic Resonance Imaging,Jun,37,2021,2021-06
2660,Y56,RAP,Computerized Axial Tomography,Jun,0,2021,2021-06
2663,Y56,RAP,Magnetic Resonance Imaging,Jun,8,2021,2021-06
2671,Y56,NVC,Magnetic Resonance Imaging,Jun,34,2021,2021-06
2673,Y56,RAL,Computerized Axial Tomography,Jun,0,2021,2021-06
2676,Y56,RAL,Magnetic Resonance Imaging,Jun,13,2021,2021-06
2679,Y56,RAL,Positron Emission Tomography,Jun,17,2021,2021-06
2681,Y56,RAN,Computerized Axial Tomography,Jun,16,2021,2021-06
2684,Y56,RAN,Magnetic Resonance Imaging,Jun,29,2021,2021-06
2688,Y56,RV5,Magnetic Resonance Imaging,Jun,31,2021,2021-06
2689,Y56,NT3,Computerized Axial Tomography,Jun,14,2021,2021-06
2692,Y56,NT3,Magnetic Resonance Imaging,Jun,20,2021,2021-06
2694,Y56,RJ7,Computerized Axial Tomography,Jun,1,2021,2021-06
2697,Y56,RJ7,Magnetic Resonance Imaging,Jun,25,2021,2021-06
2700,Y56,RJ7,Positron Emission Tomography,Jun,11,2021,2021-06
2702,Y56,RAS,Computerized Axial Tomography,Jun,0,2021,2021-06
2705,Y56,RAS,Magnetic Resonance Imaging,Jun,20,2021,2021-06
2709,Y56,RPY,Computerized Axial Tomography,Jun,25,2021,2021-06
2712,Y56,RPY,Magnetic Resonance Imaging,Jun,25,2021,2021-06
2715,Y56,RPY,Positron Emission Tomography,Jun,7,2021,2021-06
2717,Y56,RRV,Computerized Axial Tomography,Jun,0,2021,2021-06
2720,Y56,RRV,Magnetic Resonance Imaging,Jun,0,2021,2021-06
2723,Y56,RRV,Positron Emission Tomography,Jun,0,2021,2021-06
2734,Y58,NT9,Magnetic Resonance Imaging,Jun,19,2021,2021-06
2736,Y58,NT9,Positron Emission Tomography,Jun,13,2021,2021-06
2737,Y58,NV3,Computerized Axial Tomography,Jun,8.5,2021,2021-06
2740,Y58,NV3,Magnetic Resonance Imaging,Jun,22,2021,2021-06
2742,Y58,NT4,Computerized Axial Tomography,Jun,14,2021,2021-06
2745,Y58,NT4,Magnetic Resonance Imaging,Jun,9,2021,2021-06
2747,Y58,AC7,Computerized Axial Tomography,Jun,4,2021,2021-06
2748,Y58,AC7,Magnetic Resonance Imaging,Jun,22,2021,2021-06
2750,Y58,AC7,Positron Emission Tomography,Jun,11,2021,2021-06
2751,Y58,RBD,Computerized Axial Tomography,Jun,1,2021,2021-06
2754,Y58,RBD,Magnetic Resonance Imaging,Jun,19,2021,2021-06
2756,Y58,RBD,Positron Emission Tomography,Jun,15,2021,2021-06
2759,Y58,RTE,Computerized Axial Tomography,Jun,1,2021,2021-06
2762,Y58,RTE,Magnetic Resonance Imaging,Jun,29,2021,2021-06
2765,Y58,RTE,Positron Emission Tomography,Jun,3,2021,2021-06
2767,Y58,RN3,Computerized Axial Tomography,Jun,1,2021,2021-06
2770,Y58,RN3,Magnetic Resonance Imaging,Jun,13,2021,2021-06
2775,Y58,RVJ,Computerized Axial Tomography,Jun,1,2021,2021-06
2778,Y58,RVJ,Magnetic Resonance Imaging,Jun,25,2021,2021-06
2782,Y58,RBZ,Computerized Axial Tomography,Jun,0,2021,2021-06
2785,Y58,RBZ,Magnetic Resonance Imaging,Jun,15,2021,2021-06
2787,Y58,NT2,Computerized Axial Tomography,Jun,6,2021,2021-06
2790,Y58,NT2,Magnetic Resonance Imaging,Jun,6,2021,2021-06
2794,Y58,NTP,Magnetic Resonance Imaging,Jun,8,2021,2021-06
2796,Y58,NVC,Computerized Axial Tomography,Jun,16,2021,2021-06
2799,Y58,NVC,Magnetic Resonance Imaging,Jun,11,2021,2021-06
2801,Y58,REF,Computerized Axial Tomography,Jun,4,2021,2021-06
2804,Y58,REF,Magnetic Resonance Imaging,Jun,42,2021,2021-06
2809,Y58,RH8,Computerized Axial Tomography,Jun,1,2021,2021-06
2812,Y58,RH8,Magnetic Resonance Imaging,Jun,19,2021,2021-06
2815,Y58,RH8,Positron Emission Tomography,Jun,10,2021,2021-06
2817,Y58,RD1,Computerized Axial Tomography,Jun,2,2021,2021-06
2820,Y58,RD1,Magnetic Resonance Imaging,Jun,28,2021,2021-06
2823,Y58,RD1,Positron Emission Tomography,Jun,18,2021,2021-06
2829,Y58,RNZ,Computerized Axial Tomography,Jun,2,2021,2021-06
2832,Y58,RNZ,Magnetic Resonance Imaging,Jun,28,2021,2021-06
2836,Y58,RH5,Computerized Axial Tomography,Jun,1,2021,2021-06
2839,Y58,RH5,Magnetic Resonance Imaging,Jun,16,2021,2021-06
2842,Y58,NT3,Computerized Axial Tomography,Jun,5,2021,2021-06
2845,Y58,NT3,Magnetic Resonance Imaging,Jun,15,2021,2021-06
2847,Y58,RA9,Computerized Axial Tomography,Jun,0,2021,2021-06
2850,Y58,RA9,Magnetic Resonance Imaging,Jun,22,2021,2021-06
2853,Y58,RA9,Positron Emission Tomography,Jun,18.5,2021,2021-06
2855,Y58,RA7,Computerized Axial Tomography,Jun,1,2021,2021-06
2858,Y58,RA7,Magnetic Resonance Imaging,Jun,15,2021,2021-06
2861,Y58,RA7,Positron Emission Tomography,Jun,0,2021,2021-06
2863,Y58,R0D,Computerized Axial Tomography,Jun,0,2021,2021-06
2866,Y58,R0D,Magnetic Resonance Imaging,Jun,0,2021,2021-06
2869,Y58,R0D,Positron Emission Tomography,Jun,0,2021,2021-06
2871,Y58,RK9,Computerized Axial Tomography,Jun,1,2021,2021-06
2874,Y58,RK9,Magnetic Resonance Imaging,Jun,24,2021,2021-06
2877,Y58,RK9,Positron Emission Tomography,Jun,17,2021,2021-06
2879,Y58,RA4,Computerized Axial Tomography,Jun,1,2021,2021-06
2882,Y58,RA4,Magnetic Resonance Imaging,Jun,13,2021,2021-06
2884,Y58,RA4,Positron Emission Tomography,Jun,8,2021,2021-06
2886,Y59,NT9,Magnetic Resonance Imaging,Jun,16,2021,2021-06
2889,Y59,NT9,Positron Emission Tomography,Jun,14,2021,2021-06
2890,Y59,RTK,Computerized Axial Tomography,Jun,0,2021,2021-06
2893,Y59,RTK,Magnetic Resonance Imaging,Jun,22,2021,2021-06
2896,Y59,RXQ,Computerized Axial Tomography,Jun,0,2021,2021-06
2899,Y59,RXQ,Magnetic Resonance Imaging,Jun,10,2021,2021-06
2904,Y59,NV3,Magnetic Resonance Imaging,Jun,6,2021,2021-06
2906,Y59,NT4,Computerized Axial Tomography,Jun,2,2021,2021-06
2909,Y59,NT4,Magnetic Resonance Imaging,Jun,6,2021,2021-06
2914,Y59,RN7,Computerized Axial Tomography,Jun,1,2021,2021-06
2917,Y59,RN7,Magnetic Resonance Imaging,Jun,21,2021,2021-06
2922,Y59,RVV,Computerized Axial Tomography,Jun,1,2021,2021-06
2925,Y59,RVV,Magnetic Resonance Imaging,Jun,28,2021,2021-06
2928,Y59,RVV,Positron Emission Tomography,Jun,13,2021,2021-06
2930,Y59,RXC,Computerized Axial Tomography,Jun,1,2021,2021-06
2933,Y59,RXC,Magnetic Resonance Imaging,Jun,28,2021,2021-06
2939,Y59,RDU,Computerized Axial Tomography,Jun,0,2021,2021-06
2942,Y59,RDU,Magnetic Resonance Imaging,Jun,8,2021,2021-06
2946,Y59,RN5,Computerized Axial Tomography,Jun,1,2021,2021-06
2949,Y59,RN5,Magnetic Resonance Imaging,Jun,31,2021,2021-06
2952,Y59,RN5,Positron Emission Tomography,Jun,0,2021,2021-06
2956,Y59,NV1,Computerized Axial Tomography,Jun,18,2021,2021-06
2958,Y59,NV1,Magnetic Resonance Imaging,Jun,50,2021,2021-06
2960,Y59,R1F,Computerized Axial Tomography,Jun,0,2021,2021-06
2963,Y59,R1F,Magnetic Resonance Imaging,Jun,7,2021,2021-06
2965,Y59,RWF,Computerized Axial Tomography,Jun,0,2021,2021-06
2968,Y59,RWF,Magnetic Resonance Imaging,Jun,20,2021,2021-06
2971,Y59,RWF,Positron Emission Tomography,Jun,0,2021,2021-06
2973,Y59,RPA,Computerized Axial Tomography,Jun,1,2021,2021-06
2976,Y59,RPA,Magnetic Resonance Imaging,Jun,25,2021,2021-06
2978,Y59,RPA,Positron Emission Tomography,Jun,4,2021,2021-06
2984,Y59,RTH,Computerized Axial Tomography,Jun,0,2021,2021-06
2987,Y59,RTH,Magnetic Resonance Imaging,Jun,39,2021,2021-06
2990,Y59,RTH,Positron Emission Tomography,Jun,21,2021,2021-06
2992,Y59,RHU,Computerized Axial Tomography,Jun,3,2021,2021-06
2995,Y59,RHU,Magnetic Resonance Imaging,Jun,19,2021,2021-06
2998,Y59,RHU,Positron Emission Tomography,Jun,14,2021,2021-06
3003,Y59,NTP,Magnetic Resonance Imaging,Jun,24,2021,2021-06
3005,Y59,RPC,Computerized Axial Tomography,Jun,14,2021,2021-06
3008,Y59,RPC,Magnetic Resonance Imaging,Jun,28,2021,2021-06
3013,Y59,NVC,Computerized Axial Tomography,Jun,40,2021,2021-06
3016,Y59,NVC,Magnetic Resonance Imaging,Jun,17,2021,2021-06
3018,Y59,RHW,Computerized Axial Tomography,Jun,1,2021,2021-06
3021,Y59,RHW,Magnetic Resonance Imaging,Jun,25,2021,2021-06
3024,Y59,RA2,Computerized Axial Tomography,Jun,1,2021,2021-06
3027,Y59,RA2,Magnetic Resonance Imaging,Jun,19,2021,2021-06
3031,Y59,RA2,Positron Emission Tomography,Jun,0,2021,2021-06
3033,Y59,RW1,Computerized Axial Tomography,Jun,14,2021,2021-06
3036,Y59,RW1,Magnetic Resonance Imaging,Jun,40,2021,2021-06
3038,Y59,NT3,Computerized Axial Tomography,Jun,14,2021,2021-06
3041,Y59,NT3,Magnetic Resonance Imaging,Jun,16,2021,2021-06
3043,Y59,RTP,Computerized Axial Tomography,Jun,0,2021,2021-06
3046,Y59,RTP,Magnetic Resonance Imaging,Jun,15,2021,2021-06
3053,Y59,RHM,Computerized Axial Tomography,Jun,1,2021,2021-06
3056,Y59,RHM,Magnetic Resonance Imaging,Jun,28,2021,2021-06
3059,Y59,RHM,Positron Emission Tomography,Jun,19,2021,2021-06
3061,Y59,RYR,Computerized Axial Tomography,Jun,1,2021,2021-06
3064,Y59,RYR,Magnetic Resonance Imaging,Jun,20,2021,2021-06
